流水號,授課對象,課號,班次,課程名稱,簡介影片,學分,課程識別碼,全/半年,授課教師,加選方式,時間教室,總人數,選課限制條件,備註,課程網頁,本學期我預計要選的課程,classroom,time_0_0,time_0_1,time_0_2,time_0_3,time_0_4,time_0_5,time_0_6,time_0_7,time_0_8,time_0_9,time_0_10,time_0_11,time_0_12,time_0_13,time_0_14,time_1_0,time_1_1,time_1_2,time_1_3,time_1_4,time_1_5,time_1_6,time_1_7,time_1_8,time_1_9,time_1_10,time_1_11,time_1_12,time_1_13,time_1_14,time_2_0,time_2_1,time_2_2,time_2_3,time_2_4,time_2_5,time_2_6,time_2_7,time_2_8,time_2_9,time_2_10,time_2_11,time_2_12,time_2_13,time_2_14,time_3_0,time_3_1,time_3_2,time_3_3,time_3_4,time_3_5,time_3_6,time_3_7,time_3_8,time_3_9,time_3_10,time_3_11,time_3_12,time_3_13,time_3_14,time_4_0,time_4_1,time_4_2,time_4_3,time_4_4,time_4_5,time_4_6,time_4_7,time_4_8,time_4_9,time_4_10,time_4_11,time_4_12,time_4_13,time_4_14,time_5_0,time_5_1,time_5_2,time_5_3,time_5_4,time_5_5,time_5_6,time_5_7,time_5_8,time_5_9,time_5_10,time_5_11,time_5_12,time_5_13,time_5_14,time_6_0,time_6_1,time_6_2,time_6_3,time_6_4,time_6_5,time_6_6,time_6_7,time_6_8,time_6_9,time_6_10,time_6_11,time_6_12,time_6_13,time_6_14,A1,A2,A3,A4,A5,A6,A7,A8
73087, ,Phl4403, , 哲學跨域理論與實作,  ,3.0,104 50900,半年,李賢中,3,"四7,8,9(共205)",60,本校修課人數上限：60人,兼通識A4*。。A4*:哲學與道德思考領域。可充抵通識與林明照、吳澤玫合授,    , ,共205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80404, ,Phl4839, , 時空哲學,  ,3.0,104E55600,半年,周先捷,3,"二2,3,4(水源階梯101)",50,本校修課人數上限：50人,本課程以英語授課。。A4:哲學與道德思考本課程英文化程度說明,    , ,水源階梯101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58970, ,Phl3813, , 哲學與精神分析,  ,3.0,104 55700,半年,羅名珍,2,"三6,7,8(普406)",40(含開放臺大系統人數:6),本校修課人數上限：34人,"本課程中文授課,使用英文教科書。。A4:哲學與道德思考",    , ,普406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82843, ,Phl3815, , 西洋宗教哲學,  ,3.0,104 55900,半年,陳樂知,3,"四A,B,C(普202)",50,本校修課人數上限：50人,"本課程中文授課,使用英文教科書。兼通識A4*。。A4*:哲學與道德思考領域。可充抵通識",    , ,普202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16962, ,Anth2003, , 文化人類學丙,  ,3.0,105 201C0,半年,林開世,2,"二7,8,9(共105)",90(含開放臺大系統人數:2),本校修課人數上限：88人,A35:世界文明、公民意識與社會分析,    , ,共105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
85681, ,LIS2009, , 程式設計,  ,3.0,106 26650,半年,楊東謀,2,"四2,3,4(圖資資訊室)",30,"本校修課人數上限：30人,外系人數限制：5人",限電資學院以外學生修習。圖資系與文學院學生優先。兼通識A6*。。A6*:量化分析與數學素養領域。可充抵通識,    , ,圖資資訊室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28325, ,Thea1104, , 戲曲後花園,  ,2.0,109 12100,半年,鍾幸玲,2,"五8,9(博雅202)",80,本校修課人數上限：80人,第一週未到請退選。兼為亞洲藝術及藝術設計學程課程。兼通識A1*。。A1*:文學與藝術領域。可充抵通識,    , ,博雅202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20020, ,Thea1115, , 視覺識別設計,  ,2.0,109 15100,半年,林柏涵,2,"一8,9(共104)",50,本校修課人數上限：50人,兼為藝術設計學程課程。學程學生優先選課。兼通識A1*。。A1*:文學與藝術領域。可充抵通識,    , ,共104,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60240, ,Hist5403, , 金門近代史,  ,2.0,123 U9440,半年,楊肅献,2,"三3,4(普406)",40,"本校修課人數上限：40人,外系人數限制：20人",歷史系選修(20)兼通識(20)。。A2:歷史思維,    , ,普406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42251, ,LIS5076, , 資料庫管理系統,  ,3.0,126 U0680,半年,楊東謀,2,"一7,8,9(圖資資訊室)",30,"本校修課人數上限：30人,外系人數限制：5人",U選課程大學部與研究所學生均可修習。限電資學院以外學生修習。圖資系與文學院學生優先。。A6:量化分析與數學素養,    , ,圖資資訊室,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28736, ,LIS5079, , 資訊視覺化,  ,3.0,126EU1440,半年,蔡天怡,2,"二2,3,4(圖資資訊室)",30,"本校修課人數上限：30人,外系人數限制：5人",本課程以英語授課。U選課程，大學部與研究所學生均可修習。僅開放臺師大、臺科大各1名同學加選。兼通識A6*。。A6*:量化分析與數學素養領域。可充抵通識本課程英文化程度說明,    , ,圖資資訊室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84599, ,ARHY1025, , 台灣美術踏查,  ,3.0,141 12500,半年,邱函妮,2,"二3,4,5(博雅201)",40(含開放臺大系統人數:10),"本校修課人數上限：30人,外系人數限制：20人",「亞洲藝術學程」學生優先選課。。A1:文學與藝術,    , ,博雅201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51209, ,LING5410, , 臺灣語言與社會,  ,3.0,142 U0840,半年,江文瑜,2,"四7,8,9(共201)",150(含開放臺大系統人數:10),本校修課人數上限：140人,A25:歷史思維、公民意識與社會分析,    , ,共201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35972, ,Music3007, , 古琴音樂欣賞與實習【一】,  ,2.0,144 30500,半年,李孔元,2,"二6,7(樂學館106)",16(含開放臺大系統人數:4),本校修課人數上限：12人,初選不開放。初選不開放。請開學第一次上課時提交個人簡歷、學習古琴的動機、審查通過後以授權碼加選。。A1:文學與藝術,    , ,樂學館106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13757, ,Music3019, , 音景：世界音樂與臺北,  ,3.0,144E31900,半年,陳人彥,2,"四7,8,9(樂學館106)",15(含開放臺大系統人數:10),本校修課人數上限：5人,初選不開放。本課程以英語授課。有興趣修課的同學請與授課教師連絡。上課方式為小組討論為主。。A1:文學與藝術本課程英文化程度說明,    , ,樂學館106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80086, ,Music5065, , 音樂、演化與大腦,  ,3.0,144 U0930,半年,蔡振家,2,"一2,3,4(新103)",80(含開放臺大系統人數:2),本校修課人數上限：78人,初選名額80，其餘依規定寫加簽報告再予授權碼。。A18:文學與藝術、生命科學,  , ,新103,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
71287, ,TwLit1032, , 性別、歷史與臺灣小說,  ,3.0,145 10280,半年,張俐璇,3,"四6,7,8(綜603)",40(含開放臺大系統人數:2),本校修課人數上限：38人,A1:文學與藝術,    , ,綜603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14022, ,TwLit1038, , 臺灣現代小說選讀,  ,3.0,145 10480,半年,楊雅儒,2,"二6,7,8(綜203)",40,本校修課人數上限：40人,A12:文學與藝術、歷史思維,   , ,綜203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
37763, ,TwLit5013, , 東亞近代文學選讀,  ,3.0,145 U0190,半年,張文薰,2,"五6,7,8(新404)",50,本校修課人數上限：50人,A1:文學與藝術,    , ,新404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67393, ,PTCSL7930, , 華語劇場與文化批評,  ,3.0,146 U9340,半年,汪俊彥,2,"三7,8,9(文16)",45(含開放臺大系統人數:12),本校修課人數上限：33人,A1:文學與藝術,    , ,文16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51622, ,Phys1036, , 粒子物理的世界,  ,2.0,202 11400,半年,熊怡,2,"三7,8(博雅103)",100(含開放臺大系統人數:4),本校修課人數上限：96人,A7:物質科學,    , ,博雅103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54547, ,Psy1007,01, 普通心理學,  ,3.0,207 10100,半年,梁庚辰,2,"二3,4(博雅103)四3,4(新102)",250(含開放臺大系統人數:20),本校修課人數上限：230人,必修不可抵通識A58*。修習本課程者可自行決定是否同時選修「普心討論課」。理學院與神認學程學生優先。。A58*:公民意識與社會分析、生命科學領域。可充抵通識,    , ,新102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40922, ,Psy1007,02, 普通心理學,  ,3.0,207 10100,半年,黃從仁,2,"一2,3,4(綜合大講堂)",500,本校修課人數上限：500人,兼通識A58*。。A58*:公民意識與社會分析、生命科學領域。可充抵通識,    , ,綜合大講堂,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
72068, ,Psy1007,03, 普通心理學,  ,3.0,207 10100,半年,謝伯讓,2,"四7,8,9(博雅101)",380,本校修課人數上限：380人,加簽請至https://reurl.cc/W3Gpo7登記。兼通識A58*。。A58*:公民意識與社會分析、生命科學領域。可充抵通識,    , ,博雅101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24619, ,Psy1007,04, 普通心理學,  ,3.0,207 10100,半年,陳品豪,2,"一6,7,8(共101)",200,本校修課人數上限：200人,必修不可抵通識A58*。。A58*:公民意識與社會分析、生命科學領域。可充抵通識,    , ,共101,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
59935, ,Psy1007,05, 普通心理學,  ,3.0,207 10100,半年,李怡青,2,"三2,3,4(共101)",150,本校修課人數上限：150人,必修系所不可充抵通識A58*。。A58*:公民意識與社會分析、生命科學領域。可充抵通識,    , ,共101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
46496, ,Psy1007,06, 普通心理學,  ,3.0,207 10100,半年,何文澤,2,"五7,8,9(博雅101)",350,本校修課人數上限：350人,兼通識A58*。。A58*:公民意識與社會分析、生命科學領域。可充抵通識,   , ,博雅101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51013, ,Psy1007,07, 普通心理學,  ,3.0,207 10100,半年,趙儀珊,2,"三8,9,10(博雅101)",150,本校修課人數上限：150人,兼通識A58*。。A58*:公民意識與社會分析、生命科學領域。可充抵通識,    , ,博雅101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
66184, ,Psy1007,08, 普通心理學,  ,3.0,207 10100,半年,周珮雯,2,"五7,8,9(普101)",150,本校修課人數上限：150人,兼通識A58*。。A58*:公民意識與社會分析、生命科學領域。可充抵通識,    , ,普101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16442, ,Psy1007,09, 普通心理學,  ,3.0,207 10100,半年,周珮雯,2,"三2,3,4(博雅101)",150,本校修課人數上限：150人,兼通識A58*。。A58*:公民意識與社會分析、生命科學領域。可充抵通識,    , ,博雅101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50073, ,Psy1007,10, 普通心理學,  ,3.0,207 10100,半年,周珮雯,2,"一7,8,9(新102)",150,本校修課人數上限：150人,兼通識A58*。。A58*:公民意識與社會分析、生命科學領域。可充抵通識,    , ,新102,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50398, ,Psy1012, , 幸福與人生,  ,3.0,207 10140,半年,周珮雯,2,"一2,3,4(博雅202)",200,本校修課人數上限：200人,兼通識A8*。。A8*:生命科學領域。可充抵通識,    , ,博雅202,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82555, ,Psy4001, , 青少年心理學,  ,3.0,207 44370,半年,雷庚玲,2,"五7,8,9(新303)",100,"限學士班三年級以上 且 限外系（所）學生,本校修課人數上限：100人,外系人數限制：100人",醫學系不限年級。心理系只能加簽，需先修心測發展。與師培合班。加簽順序於8/20公告ceiba。兼通識A48*。。A48*:哲學與道德思考、生命科學領域。可充抵通識,    , ,新303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54063, ,Psy5204, , 犯罪、毒品與人性,  ,3.0,227 U6470,半年,賴文崧,2,"四8,9,10(新102)",240(含開放臺大系統人數:20),本校修課人數上限：220人,兼通識A5*。。A5*:公民意識與社會分析領域。可充抵通識,    , ,新102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63377, ,Ocean5008,01, 海洋科學概論,  ,2.0,241 U0750,半年,楊穎堅,3,"五3,4(海研大講堂)",210,本校修課人數上限：210人,通識A7*課程。A7*:物質科學領域。可充抵通識與溫良碩、王珮玲、魏志潾合授,    , ,海研大講堂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74023, ,Ocean5008,02, 海洋科學概論,  ,2.0,241 U0750,半年,楊穎堅,3,"五6,7(海研大講堂)",210,本校修課人數上限：210人,通識A7*課程。A7*:物質科學領域。可充抵通識與溫良碩、王珮玲、魏志潾合授,    , ,海研大講堂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24165, ,PS4634, , 政治學概論,  ,2.0,302 10130,半年,王業立,2,"三3,4(社科201)",150(含開放臺大系統人數:20),"本校修課人數上限：130人,外系人數限制：130人",本課程為「政治學」的概論性課程，政治系學生修習本課程不計入畢業學分，雙修及輔系學生不計入學分。。A5:公民意識與社會分析,    , ,社科201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
